DEPT,GR,RHOB,DT,ILD,SP,CALD,DRHO
3229.5,29.69,2.67,55.69,,,7.8,0.01
3230.0,29.14,2.68,55.09,,,7.8,0.02
3230.5,28.61,2.69,55.2,,,7.8,0.03
3231.0,28.21,2.7,54.97,,,7.8,0.02
3231.5,27.34,2.7,54.15,,,7.8,0.01
3232.0,26.97,2.71,53.9,,,7.79,0.02
3232.5,28.0,2.73,53.52,,,7.79,0.03
3233.0,29.02,2.74,52.83,,,7.8,0.03
3233.5,27.85,2.73,52.81,,,7.8,0.02
3234.0,26.78,2.71,52.78,,,7.8,0.01
3234.5,27.91,2.7,52.84,,,7.8,0.01
3235.0,28.59,2.7,53.37,65.57,,7.8,0.03
3235.5,27.37,2.68,54.08,61.37,,7.8,0.04
3236.0,26.46,2.66,54.67,57.52,,7.8,0.04
3236.5,26.34,2.64,55.23,53.51,,7.8,0.04
3237.0,26.55,2.65,55.95,49.77,,7.8,0.05
3237.5,29.97,2.66,56.38,46.21,,7.8,0.07
3238.0,33.59,2.66,56.94,42.86,,7.8,0.08
3238.5,31.69,2.63,57.89,40.35,,7.8,0.06
3239.0,28.78,2.62,58.7,38.32,,7.8,0.04
3239.5,30.04,2.63,59.24,37.06,,7.8,0.03
3240.0,36.39,2.64,58.39,36.4,,7.8,0.02
3240.5,41.1,2.66,57.6,35.72,,7.8,0.02
3241.0,39.49,2.67,57.7,35.0,,7.8,0.01
3241.5,38.19,2.67,58.04,34.23,,7.8,0.01
3242.0,37.17,2.67,58.43,33.52,,7.8,0.0
3242.5,34.28,2.66,58.81,32.99,,7.79,-0.0
3243.0,31.31,2.67,59.33,32.74,,7.8,0.0
3243.5,33.15,2.69,59.68,32.72,,7.8,0.02
3244.0,37.41,2.69,59.51,32.87,,7.8,0.02
3244.5,36.68,2.68,59.16,33.16,,7.8,0.03
3245.0,34.11,2.68,58.65,33.64,,7.79,0.03
3245.5,33.97,2.67,58.49,34.18,,7.8,0.03
3246.0,36.07,2.65,58.98,34.71,,7.8,0.02
3246.5,38.63,2.65,59.33,35.28,-10.94,7.8,0.01
3247.0,41.06,2.65,59.56,35.89,-11.23,7.8,0.01
3247.5,43.04,2.67,59.91,36.56,-11.7,7.8,0.02
3248.0,41.43,2.68,60.06,37.59,-12.28,7.8,0.02
3248.5,38.64,2.67,59.91,38.53,-12.8,7.8,0.02
3249.0,38.37,2.68,59.58,39.33,-13.28,7.8,0.03
3249.5,38.11,2.69,59.58,40.19,-13.67,7.8,0.03
3250.0,35.5,2.68,59.91,40.85,-13.89,7.8,0.02
3250.5,35.03,2.67,60.08,41.55,-13.85,7.8,0.01
3251.0,36.81,2.68,60.06,42.17,-13.53,7.8,0.01
3251.5,37.06,2.69,59.75,42.75,-12.86,7.8,0.01
3252.0,37.48,2.7,59.42,42.86,-12.02,7.8,0.02
3252.5,40.92,2.71,59.78,42.74,-11.23,7.79,0.03
3253.0,45.9,2.71,60.24,42.28,-10.68,7.8,0.03
3253.5,44.12,2.71,60.41,41.43,-10.36,7.8,0.03
3254.0,38.77,2.7,60.0,40.68,-10.21,7.8,0.02
3254.5,36.72,2.69,60.07,39.78,-10.2,7.8,0.01
3255.0,36.14,2.69,61.56,38.48,-10.38,7.8,0.01
3255.5,38.55,2.68,62.53,36.98,-10.79,7.8,0.01
3256.0,43.18,2.69,63.11,35.53,-11.44,7.8,0.02
3256.5,43.86,2.7,64.14,34.01,-12.19,7.8,0.03
3257.0,40.47,2.72,63.69,32.76,-12.94,7.8,0.04
3257.5,35.96,2.73,62.35,31.74,-13.75,7.8,0.04
3258.0,33.09,2.73,60.63,30.84,-14.69,7.8,0.04
3258.5,32.02,2.72,60.12,30.17,-15.75,7.8,0.03
3259.0,32.61,2.7,61.38,29.61,-16.93,7.8,0.01
3259.5,33.08,2.69,62.07,29.21,-18.14,7.8,0.0
3260.0,34.0,2.69,61.94,28.9,-19.1,7.8,-0.0
3260.5,36.55,2.69,61.56,28.57,-19.69,7.8,0.0
3261.0,40.06,2.7,60.49,28.31,-20.0,7.8,0.0
3261.5,40.61,2.71,59.61,28.14,-20.15,7.8,0.01
3262.0,39.02,2.72,59.18,28.23,-20.34,7.8,0.01
3262.5,39.87,2.72,58.83,28.19,-20.57,7.8,0.02
3263.0,39.74,2.71,58.83,28.04,-20.53,7.8,0.01
3263.5,36.58,2.7,59.16,27.92,-20.14,7.8,0.01
3264.0,33.22,2.69,59.36,27.86,-19.99,7.8,0.0
3264.5,33.94,2.69,59.53,27.9,-20.3,7.8,0.0
3265.0,40.33,2.7,59.68,28.02,-20.69,7.8,0.0
3265.5,46.71,2.71,59.38,28.18,-20.63,7.8,0.0
3266.0,48.71,2.72,59.23,28.5,-20.07,7.8,0.0
3266.5,48.32,2.72,59.68,28.95,-19.46,7.8,0.0
3267.0,54.02,2.72,59.68,29.73,-18.82,7.79,0.0
3267.5,58.86,2.73,59.14,30.89,-17.64,7.8,0.01
3268.0,53.08,2.74,58.57,32.69,-15.96,7.8,0.01
3268.5,44.45,2.75,57.51,34.75,-14.81,7.79,0.03
3269.0,38.37,2.75,56.85,35.87,-14.26,7.8,0.04
3269.5,35.41,2.76,57.01,35.92,-13.88,7.8,0.05
3270.0,37.7,2.79,56.63,34.48,-13.27,7.79,0.06
3270.5,43.33,2.79,55.37,32.01,-12.35,7.8,0.05
3271.0,48.73,2.78,56.59,29.03,-11.49,7.8,0.04
3271.5,55.62,2.77,60.29,25.26,-11.15,7.8,0.03
3272.0,64.72,2.75,61.9,21.51,-11.01,7.8,0.02
3272.5,73.09,2.72,63.16,18.13,-10.41,7.8,0.01
3273.0,77.81,2.71,66.39,15.47,-9.29,7.8,-0.0
3273.5,77.59,2.7,69.94,14.07,-8.42,7.79,-0.0
3274.0,83.02,2.69,72.83,13.4,-7.33,7.8,0.0
3274.5,99.23,2.68,75.15,13.28,-5.87,7.8,0.01
3275.0,108.82,2.68,78.91,13.56,-4.97,7.8,0.02
3275.5,107.32,2.68,83.37,14.06,-4.56,7.8,0.03
3276.0,101.22,2.66,85.11,14.89,-4.66,7.8,0.03
3276.5,90.68,2.64,84.85,16.01,-5.17,7.8,0.02
3277.0,81.07,2.64,81.86,17.45,-5.83,7.8,0.02
3277.5,74.61,2.65,77.34,19.25,-6.53,7.8,0.04
3278.0,70.46,2.66,72.47,20.96,-7.2,7.8,0.05
3278.5,68.05,2.65,68.49,22.03,-7.9,7.8,0.05
3279.0,68.35,2.65,67.51,22.16,-8.64,7.8,0.04
3279.5,71.39,2.65,68.19,21.52,-9.35,7.8,0.04
3280.0,74.74,2.65,69.32,20.5,-9.97,7.8,0.04
3280.5,79.22,2.65,70.23,19.48,-10.45,7.8,0.04
3281.0,82.15,2.67,71.15,18.65,-10.68,7.8,0.04
3281.5,86.05,2.68,71.7,18.08,-10.59,7.8,0.03
3282.0,87.82,2.67,71.78,17.73,-10.09,7.8,0.01
3282.5,83.45,2.65,72.18,17.46,-9.43,7.8,0.0
3283.0,81.2,2.65,72.84,17.25,-8.88,7.8,0.0
3283.5,84.46,2.66,73.25,17.17,-8.54,7.8,0.01
3284.0,90.61,2.66,73.54,17.2,-8.4,7.8,0.01
3284.5,90.41,2.67,74.61,17.39,-8.42,7.8,0.01
3285.0,84.66,2.68,76.01,17.83,-8.47,7.8,0.01
3285.5,79.96,2.67,76.7,18.47,-8.43,7.8,0.01
3286.0,77.3,2.66,76.56,19.33,-8.23,7.8,0.0
3286.5,77.4,2.66,75.49,20.3,-7.78,7.8,0.01
3287.0,75.24,2.68,74.48,20.93,-7.03,7.8,0.02
3287.5,73.97,2.7,74.04,20.81,-6.11,7.8,0.03
3288.0,75.31,2.7,74.03,19.68,-5.44,7.79,0.04
3288.5,75.22,2.69,73.9,17.7,-5.26,7.8,0.03
3289.0,75.91,2.68,73.27,15.49,-5.6,7.8,0.02
3289.5,85.04,2.66,72.32,13.62,-6.42,7.8,0.01
3290.0,103.25,2.63,73.3,12.09,-7.72,7.8,0.0
3290.5,118.61,2.62,76.04,10.91,-9.55,7.79,0.0
3291.0,133.09,2.61,79.95,10.02,-11.85,7.8,0.0
3291.5,148.02,2.61,85.09,9.3,-14.04,7.79,0.0
3292.0,153.95,2.61,89.97,8.76,-15.11,7.78,0.0
3292.5,149.0,2.61,93.56,8.44,-14.74,7.77,0.0
3293.0,139.59,2.62,95.43,8.33,-13.78,7.77,0.0
3293.5,131.94,2.62,96.07,8.39,-13.53,7.77,0.0
3294.0,132.68,2.62,95.58,8.54,-14.15,7.77,-0.0
3294.5,137.8,2.62,94.92,8.73,-15.23,7.77,0.0
3295.0,144.13,2.62,94.67,8.89,-16.05,7.77,0.0
3295.5,145.94,2.62,94.47,9.03,-16.41,7.77,0.0
3296.0,142.08,2.62,94.08,9.14,-16.67,7.77,0.0
3296.5,143.09,2.61,93.56,9.22,-16.97,7.77,-0.0
3297.0,147.56,2.6,93.05,9.28,-17.02,7.77,-0.0
3297.5,146.81,2.59,93.19,9.31,-16.61,7.77,-0.0
3298.0,143.86,2.6,93.49,9.33,-16.4,7.77,-0.0
3298.5,144.05,2.6,93.35,9.34,-16.17,7.77,0.0
3299.0,153.16,2.6,93.19,9.31,-15.0,7.77,0.0
3299.5,159.47,2.6,93.12,9.27,-13.32,7.77,0.0
3300.0,156.08,2.58,92.81,9.23,-12.35,7.77,-0.0
3300.5,152.47,2.58,92.48,9.18,-12.14,7.77,-0.0
3301.0,150.19,2.58,92.81,9.15,-12.27,7.77,-0.0
3301.5,148.78,2.59,93.12,9.15,-12.45,7.77,-0.0
3302.0,154.14,2.58,93.19,9.15,-12.45,7.77,-0.01
3302.5,157.84,2.57,93.37,9.18,-12.3,7.77,-0.01
3303.0,147.71,2.58,93.72,9.24,-12.12,7.77,-0.01
3303.5,138.21,2.6,93.9,9.33,-12.05,7.77,0.0
3304.0,140.25,2.62,93.9,9.44,-12.05,7.77,0.01
3304.5,144.8,2.62,93.69,9.53,-12.1,7.77,0.01
3305.0,143.92,2.61,93.14,9.6,-12.21,7.77,0.0
3305.5,143.85,2.6,92.42,9.62,-12.47,7.77,-0.0
3306.0,146.03,2.6,91.62,9.62,-12.94,7.77,0.0
3306.5,146.59,2.6,90.58,9.61,-13.53,7.77,0.0
3307.0,140.25,2.61,89.67,9.62,-14.24,7.77,0.0
3307.5,137.4,2.61,89.68,9.62,-15.13,7.77,0.0
3308.0,145.9,2.61,90.0,9.62,-16.19,7.77,0.0
3308.5,151.68,2.61,90.76,9.56,-17.35,7.77,-0.0
3309.0,144.88,2.61,91.64,9.46,-18.54,7.77,0.0
3309.5,138.67,2.61,92.34,9.32,-19.84,7.77,0.0
3310.0,142.2,2.62,92.47,9.17,-21.32,7.77,0.0
3310.5,142.5,2.62,91.46,9.01,-22.75,7.77,-0.0
3311.0,136.03,2.62,90.29,8.82,-23.87,7.77,-0.0
3311.5,137.17,2.61,90.27,8.56,-24.82,7.77,-0.0
3312.0,145.56,2.61,90.25,8.23,-25.83,7.77,-0.0
3312.5,155.44,2.6,83.94,7.97,-26.92,7.77,-0.0
3313.0,162.03,2.6,72.62,7.86,-27.96,7.77,-0.0
3313.5,162.33,2.6,71.93,8.03,-28.8,7.77,-0.01
3314.0,159.07,2.6,74.54,8.53,-29.66,7.77,-0.01
3314.5,159.94,2.63,75.27,9.39,-30.67,7.77,-0.0
3315.0,155.55,2.69,76.77,10.57,-31.65,7.77,-0.0
3315.5,132.2,2.73,77.92,11.98,-32.46,7.77,0.0
3316.0,95.49,2.75,76.72,13.84,-32.99,7.77,0.0
3316.5,62.6,2.77,72.54,16.53,-33.01,7.77,0.01
3317.0,47.32,2.78,66.33,20.63,-32.5,7.77,0.01
3317.5,46.44,2.78,66.12,26.27,-31.52,7.77,0.01
3318.0,45.77,2.79,68.86,32.52,-30.39,7.77,0.01
3318.5,42.33,2.77,64.26,38.26,-29.32,7.77,0.0
3319.0,43.73,2.76,60.29,42.3,-28.39,7.77,-0.0
3319.5,46.8,2.75,59.74,43.99,-27.66,7.77,-0.01
3320.0,46.54,2.75,59.49,45.09,-27.04,7.77,-0.01
3320.5,45.34,2.73,58.93,47.47,-26.58,7.77,-0.0
3321.0,43.0,2.7,57.79,50.53,-26.53,7.77,0.0
3321.5,38.0,2.68,56.24,54.55,-27.05,7.77,0.01
3322.0,34.73,2.67,55.13,60.35,-28.13,7.77,0.02
3322.5,34.03,2.67,55.07,66.22,-29.44,7.77,0.02
3323.0,31.3,2.68,55.03,71.27,-30.27,7.73,0.03
3323.5,28.12,2.68,55.07,74.17,-29.98,7.7,0.03
3324.0,26.02,2.68,55.38,74.01,-28.69,7.7,0.02
3324.5,24.46,2.66,55.42,71.45,-27.34,7.7,0.03
3325.0,24.49,2.65,55.45,68.49,-26.43,7.7,0.03
3325.5,25.83,2.66,55.9,66.38,-25.68,7.7,0.03
3326.0,28.06,2.68,55.77,65.07,-25.4,7.7,0.02
3326.5,31.18,2.7,55.26,63.12,-25.6,7.7,0.01
3327.0,32.87,2.72,55.41,60.2,-26.06,7.69,0.01
3327.5,30.53,2.73,55.23,56.32,-26.63,7.69,0.0
3328.0,28.57,2.74,55.3,52.3,-27.29,7.69,0.0
3328.5,33.8,2.75,55.97,49.32,-27.94,7.7,-0.0
3329.0,40.36,2.73,56.49,47.63,-28.5,7.7,-0.01
3329.5,42.82,2.71,56.75,47.37,-29.03,7.69,-0.01
3330.0,42.59,2.69,56.94,47.97,-29.74,7.7,0.0
3330.5,41.35,2.68,57.52,49.06,-30.73,7.7,0.01
3331.0,41.04,2.69,58.23,50.09,-31.86,7.7,0.02
3331.5,39.75,2.72,59.06,51.21,-32.98,7.7,0.02
3332.0,36.89,2.74,59.05,52.37,-33.97,7.7,0.02
3332.5,34.3,2.73,57.84,53.6,-34.74,7.7,0.02
3333.0,34.86,2.72,56.84,54.25,-35.36,7.7,0.01
3333.5,36.04,2.72,56.46,53.94,-35.91,7.7,0.01
3334.0,34.18,2.73,57.17,52.76,-36.37,7.69,0.02
3334.5,31.56,2.74,58.36,50.55,-36.43,7.7,0.02
3335.0,31.56,2.74,59.04,47.51,-35.84,7.69,0.02
3335.5,34.3,2.74,58.71,44.88,-34.77,7.69,0.02
3336.0,36.9,2.73,57.58,42.84,-33.43,7.7,0.01
3336.5,38.82,2.73,57.23,42.01,-32.02,7.7,0.01
3337.0,39.02,2.74,58.0,41.86,-30.76,7.7,0.0
3337.5,39.75,2.74,58.38,42.27,-29.82,7.7,0.0
3338.0,42.68,2.72,58.43,42.55,-29.29,7.69,0.01
3338.5,41.7,2.71,58.73,42.84,-29.06,7.69,0.02
3339.0,36.85,2.7,58.36,43.11,-29.0,7.69,0.03
3339.5,30.58,2.71,57.46,43.34,-28.86,7.7,0.02
3340.0,25.84,2.73,56.57,43.63,-28.55,7.7,0.01
3340.5,25.39,2.75,55.71,43.4,-28.13,7.7,0.01
3341.0,30.55,2.74,55.88,42.09,-27.67,7.69,0.0
3341.5,35.55,2.72,56.73,40.04,-27.28,7.69,0.0
3342.0,34.38,2.71,57.46,37.7,-27.04,7.7,0.0
3342.5,33.81,2.7,58.2,35.49,-27.0,7.7,0.0
3343.0,36.7,2.7,58.61,33.69,-27.1,7.7,0.0
3343.5,41.01,2.69,59.01,32.36,-27.15,7.7,0.01
3344.0,44.31,2.7,59.71,31.74,-27.08,7.7,0.02
3344.5,45.39,2.71,60.09,31.73,-26.92,7.7,0.02
3345.0,46.12,2.7,60.36,32.25,-26.71,7.69,0.01
3345.5,49.1,2.71,61.04,33.06,-26.53,7.69,0.01
3346.0,51.97,2.71,61.71,33.97,-26.48,7.65,0.01
3346.5,48.77,2.72,61.54,35.08,-26.61,7.65,0.01
3347.0,44.28,2.72,60.86,36.34,-26.9,7.65,0.02
3347.5,40.22,2.71,60.13,37.79,-27.26,7.65,0.02
3348.0,39.16,2.7,59.56,39.49,-27.67,7.65,0.02
3348.5,38.6,2.7,59.16,41.03,-28.15,7.65,0.02
3349.0,36.53,2.7,58.58,42.51,-28.75,7.65,0.02
3349.5,37.13,2.69,57.88,43.7,-29.46,7.65,0.02
3350.0,39.18,2.66,57.33,44.76,-30.11,7.65,0.02
3350.5,38.21,2.64,57.11,45.47,-30.67,7.65,0.02
3351.0,35.08,2.65,56.93,45.61,-31.15,7.65,0.01
3351.5,31.71,2.67,56.76,45.21,-31.59,7.65,0.01
3352.0,31.47,2.68,56.95,43.94,-32.17,7.65,0.01
3352.5,32.92,2.7,57.3,41.58,-32.97,7.65,0.01
3353.0,32.15,2.7,57.78,38.27,-33.88,7.65,0.01
3353.5,30.43,2.68,57.73,34.47,-34.9,7.65,0.02
3354.0,28.92,2.66,56.53,31.39,-35.98,7.65,0.03
3354.5,30.41,2.65,55.42,29.05,-37.05,7.65,0.06
3355.0,35.99,2.66,55.69,27.2,-38.12,7.65,0.09
3355.5,36.76,2.65,56.97,25.99,-39.03,7.65,0.09
3356.0,30.05,2.64,58.34,25.13,-39.69,7.65,0.09
3356.5,25.5,2.65,60.74,24.53,-40.03,7.65,0.09
3357.0,24.97,2.66,62.35,23.94,-39.98,7.65,0.09
3357.5,24.25,2.64,61.78,23.36,-39.73,7.65,0.07
3358.0,21.94,2.59,61.58,22.6,-39.58,7.65,0.05
3358.5,20.82,2.55,60.85,21.64,-39.77,7.65,0.04
3359.0,21.17,2.53,59.83,20.53,-40.13,7.65,0.03
3359.5,22.07,2.53,60.12,19.61,-40.3,7.65,0.04
3360.0,23.69,2.55,59.94,19.1,-40.15,7.65,0.04
3360.5,26.42,2.55,60.19,18.91,-39.35,7.65,0.03
3361.0,25.98,2.53,61.25,19.21,-38.07,7.65,0.03
3361.5,23.57,2.52,61.96,20.05,-37.1,7.65,0.04
3362.0,25.1,2.53,62.92,21.1,-37.28,7.65,0.05
3362.5,28.55,2.55,63.38,22.8,-38.38,7.65,0.06
3363.0,28.54,2.57,63.26,25.75,-39.69,7.65,0.05
3363.5,26.51,2.54,62.58,30.35,-40.55,7.65,0.03
3364.0,26.67,2.52,61.96,37.07,-40.15,7.65,0.04
3364.5,28.19,2.56,60.16,46.26,-37.93,7.65,0.06
3365.0,30.8,2.61,56.5,57.64,-34.48,7.65,0.07
3365.5,31.3,2.65,56.16,67.71,-31.53,7.65,0.06
3366.0,26.41,2.66,58.56,73.4,-29.65,7.65,0.05
3366.5,21.81,2.69,59.08,75.42,-28.39,7.65,0.04
3367.0,23.94,2.72,57.47,73.31,-27.42,7.65,0.03
3367.5,31.63,2.73,56.17,68.08,-26.8,7.65,0.02
3368.0,36.82,2.73,58.62,61.01,-26.56,7.65,0.02
3368.5,32.74,2.75,65.31,54.26,-26.64,7.65,0.03
3369.0,26.01,2.74,68.94,48.74,-27.09,7.65,0.02
3369.5,24.53,2.71,68.43,44.51,-27.82,7.65,0.01
3370.0,24.46,2.68,64.19,41.47,-28.35,7.65,0.0
3370.5,24.4,2.64,57.11,38.83,-28.59,7.65,0.02
3371.0,23.35,2.63,54.19,36.85,-28.57,7.65,0.03
3371.5,21.81,2.63,57.17,35.62,-28.17,7.65,0.04
3372.0,20.47,2.63,62.6,35.34,-27.18,7.65,0.05
3372.5,19.39,2.62,63.01,35.95,-26.05,7.65,0.06
3373.0,22.44,2.62,60.97,37.11,-25.8,7.65,0.06
3373.5,25.22,2.63,66.46,38.19,-26.23,7.65,0.07
3374.0,22.65,2.65,71.44,38.65,-26.7,7.65,0.08
3374.5,19.67,2.66,71.69,38.9,-27.09,7.65,0.08
3375.0,19.06,2.64,71.55,39.37,-27.4,7.65,0.09
3375.5,21.31,2.63,75.0,40.14,-27.54,7.65,0.09
3376.0,24.4,2.64,81.41,40.73,-27.42,7.65,0.08
3376.5,24.89,2.65,84.35,41.24,-27.28,7.65,0.07
3377.0,24.4,2.68,85.04,42.1,-27.26,7.65,0.06
3377.5,23.69,2.7,85.03,43.17,-27.27,7.65,0.05
3378.0,23.96,2.7,82.93,44.6,-27.08,7.65,0.05
3378.5,24.98,2.68,80.0,45.72,-26.56,7.65,0.06
3379.0,25.44,2.65,78.71,46.4,-25.69,7.65,0.07
3379.5,26.63,2.66,80.08,46.11,-24.51,7.65,0.09
3380.0,27.84,2.68,83.79,45.19,-22.84,7.65,0.1
3380.5,28.25,2.68,85.74,44.17,-20.72,7.65,0.1
3381.0,26.32,2.67,82.63,43.68,-18.5,7.66,0.09
3381.5,23.56,2.65,76.33,42.93,-16.34,7.65,0.08
3382.0,20.98,2.63,74.26,42.22,-14.2,7.65,0.07
3382.5,20.38,2.63,75.9,41.22,-12.19,7.65,0.06
3383.0,22.02,2.66,72.52,40.42,-10.56,7.65,0.06
3383.5,24.07,2.7,69.54,39.78,-9.24,7.65,0.08
3384.0,23.88,2.72,68.99,39.58,-7.92,7.65,0.09
3384.5,20.71,2.72,69.01,39.39,-6.58,7.65,0.09
3385.0,18.07,2.69,69.74,38.9,-5.27,7.65,0.06
3385.5,18.46,2.65,70.7,38.35,-3.99,7.65,0.03
3386.0,21.04,2.63,70.72,38.14,-2.81,7.65,0.02
3386.5,22.51,2.64,67.16,37.94,-1.73,7.65,0.03
3387.0,20.87,2.65,60.81,37.95,-0.71,7.65,0.04
3387.5,20.54,2.65,57.87,37.84,0.27,7.65,0.03
3388.0,24.18,2.65,60.34,37.97,1.28,7.65,0.02
3388.5,27.93,2.65,65.55,38.13,2.3,7.65,0.03
3389.0,29.19,2.67,68.48,38.12,3.23,7.65,0.04
3389.5,29.54,2.69,70.14,37.94,3.93,7.65,0.03
3390.0,27.33,2.69,74.49,37.75,4.36,7.66,0.01
3390.5,23.02,2.69,82.19,37.77,4.57,7.66,0.0
3391.0,21.79,2.69,86.79,37.92,4.65,7.65,0.0
3391.5,23.51,2.7,87.07,38.37,4.67,7.65,0.01
3392.0,24.94,2.71,82.59,39.1,4.48,7.66,0.02
3392.5,25.07,2.7,73.59,39.76,4.02,7.65,0.03
3393.0,25.06,2.68,68.07,39.88,3.42,7.66,0.03
3393.5,25.2,2.63,66.98,39.28,2.91,7.66,0.03
3394.0,25.56,2.59,64.39,37.97,2.49,7.65,0.01
3394.5,26.15,2.58,59.26,36.4,1.98,7.65,0.01
3395.0,23.98,2.62,57.28,34.48,1.46,7.65,0.02
3395.5,21.89,2.67,57.59,32.24,1.01,7.65,0.03
3396.0,23.4,2.67,57.64,30.4,0.69,7.65,0.03
3396.5,25.19,2.64,57.75,28.94,0.51,7.65,0.02
3397.0,24.4,2.61,60.93,27.93,0.39,7.65,0.02
3397.5,,2.61,66.94,27.57,0.39,7.65,0.03
3398.0,,2.62,66.94,27.81,0.61,7.64,0.04
3398.5,,2.62,61.28,28.53,1.1,7.64,0.03
3399.0,,2.62,58.06,29.52,1.8,7.64,0.03
3399.5,,2.63,57.32,30.35,2.69,7.64,0.03
3400.0,,2.64,57.13,31.03,3.75,7.64,0.02
3400.5,,2.65,57.06,31.44,4.92,7.64,0.01
3401.0,,2.65,56.77,31.75,6.16,7.65,0.02
3401.5,,2.65,56.61,31.59,7.36,7.64,0.03
3402.0,,2.64,57.32,31.07,8.42,7.65,0.04
3402.5,,2.63,58.04,29.93,9.32,7.65,0.03
3403.0,,2.62,58.81,28.55,10.03,7.64,0.03
3403.5,,2.63,59.71,27.2,10.68,7.6,0.02
3404.0,,2.63,60.26,26.02,11.45,7.57,0.02
3404.5,,2.62,60.59,25.27,12.31,7.57,0.01
3405.0,,2.63,60.25,24.83,13.26,7.57,0.01
3405.5,,2.64,59.41,24.56,14.27,7.56,0.01
3406.0,,2.65,59.2,24.49,15.1,7.55,0.02
3406.5,,2.66,59.16,24.46,15.73,7.54,0.03
3407.0,,2.65,59.03,24.39,16.27,7.49,0.04
