DEPT,GR,RHOB,DT,ILD,SP,CALD,DRHO
3407.5,,2.64,59.36,24.43,16.54,7.4,0.05
3408.0,,2.61,59.66,24.46,16.34,6.87,0.05
3408.5,,2.56,59.36,24.4,15.67,6.78,0.05
3409.0,,2.52,59.03,24.14,14.7,6.78,0.07
3409.5,,2.54,59.16,23.66,13.69,6.78,0.12
3410.0,,2.58,59.13,23.39,12.86,6.74,0.19
3410.5,,2.6,58.85,23.21,12.15,6.73,0.22
3411.0,,2.61,58.99,23.07,11.49,6.72,0.23
3411.5,,2.61,59.37,23.01,10.98,6.72,0.23
3412.0,,2.61,59.59,22.94,10.69,6.72,0.23
3412.5,,2.61,60.5,22.91,10.51,6.72,0.23
3413.0,,2.61,61.29,22.98,10.33,6.72,0.23
3413.5,,2.61,61.18,23.06,10.19,6.73,0.23
3414.0,,2.61,60.51,23.05,10.04,6.72,0.23
3414.5,,2.59,60.16,23.05,10.01,,0.22
3415.0,,2.59,60.13,23.07,10.25,,0.22
3415.5,,,60.27,23.13,10.79,,
3416.0,,,60.31,23.41,11.54,,
3416.5,,,60.52,23.87,12.4,,
3417.0,,,63.76,24.44,13.18,,
3417.5,,,69.83,25.17,13.64,,
3418.0,,,73.19,26.21,13.7,,
3418.5,,,73.29,27.62,13.49,,
3419.0,,,69.42,29.8,13.4,,
3419.5,,,62.47,32.48,13.52,,
3420.0,,,58.85,35.27,13.68,,
3420.5,,,58.0,37.86,13.68,,
3421.0,,,57.27,40.03,13.5,,
3421.5,,,56.21,41.58,13.31,,
3422.0,,,55.72,42.47,13.25,,
3422.5,,,55.98,43.13,13.22,,
3423.0,,,56.47,43.53,12.98,,
3423.5,,,56.31,44.24,12.49,,
3424.0,,,55.87,44.45,11.8,,
3424.5,,,56.05,44.53,11.13,,
3425.0,,,57.22,44.49,10.69,,
3425.5,,,61.48,44.29,10.63,,
3426.0,,,68.96,44.34,10.96,,
3426.5,,,72.36,45.33,11.62,,
3427.0,,,72.29,46.9,12.53,,
3427.5,,,72.07,49.29,13.57,,
3428.0,,,74.98,51.72,14.63,,
3428.5,,,82.37,54.11,15.75,,
3429.0,,,86.38,55.54,16.87,,
3429.5,,,86.2,57.17,17.86,,
3430.0,,,85.7,59.29,18.73,,
3430.5,,,85.48,62.31,19.54,,
3431.0,,,85.29,64.87,20.29,,
3431.5,,,85.3,66.05,20.98,,
3432.0,,,85.26,65.94,21.59,,
3432.5,,,85.28,65.04,22.06,,
3433.0,,,85.11,63.1,22.33,,
3433.5,,,85.15,61.3,22.42,,
3434.0,,,85.63,60.34,22.49,,
3434.5,,,86.0,59.67,22.65,,
3435.0,,,86.02,59.61,22.83,,
3435.5,,,,60.69,22.9,,
3436.0,,,,62.49,22.9,,
3436.5,,,,64.84,22.91,,
3437.0,,,,67.59,23.0,,
3437.5,,,,70.0,23.04,,
3438.0,,,,72.3,22.97,,
3438.5,,,,73.71,22.99,,
3439.0,,,,73.94,23.13,,
3439.5,,,,73.36,23.34,,
3440.0,,,,72.08,23.62,,
3440.5,,,,69.36,23.86,,
3441.0,,,,66.26,24.01,,
3441.5,,,,63.88,24.09,,
3442.0,,,,61.13,24.14,,
3442.5,,,,58.83,24.18,,
3443.0,,,,56.78,24.23,,
3443.5,,,,53.77,24.13,,
3444.0,,,,51.79,23.52,,
3444.5,,,,51.13,22.15,,
3445.0,,,,50.89,20.41,,
3445.5,,,,51.15,18.62,,
3446.0,,,,51.49,16.81,,
3446.5,,,,51.92,15.22,,
3447.0,,,,52.34,14.06,,
3447.5,,,,52.44,13.46,,
3448.0,,,,52.53,13.51,,
3448.5,,,,52.71,14.01,,
3449.0,,,,52.77,14.7,,
3449.5,,,,52.82,15.43,,
3450.0,,,,,16.13,,
3450.5,,,,,16.83,,
3451.0,,,,,17.58,,
3451.5,,,,,18.41,,
3452.0,,,,,19.41,,
3452.5,,,,,20.63,,
3453.0,,,,,22.1,,
3453.5,,,,,23.77,,
3454.0,,,,,25.61,,
3454.5,,,,,27.48,,
3455.0,,,,,29.33,,
3455.5,,,,,30.88,,
3456.0,,,,,31.93,,
3456.5,,,,,32.68,,
3457.0,,,,,33.34,,
3457.5,,,,,34.01,,
3458.0,,,,,34.71,,
3458.5,,,,,35.43,,
3459.0,,,,,36.22,,
3459.5,,,,,37.09,,
3460.0,,,,,38.05,,
3460.5,,,,,39.04,,
3461.0,,,,,39.97,,
3461.5,,,,,40.84,,
3462.0,,,,,,,
3462.5,,,,,,,
3463.0,,,,,,,
