DEPT,GR,RHOB,DT,ILD,SP,CALD,DRHO
868.5,52.48,2.54,46.95,5.63,-4.01,8.25,-0.01
869.0,41.1,2.59,26.0,7.35,-6.31,8.25,-0.01
869.5,34.37,2.64,31.21,8.77,-6.92,8.25,-0.01
870.0,33.33,2.65,62.22,8.3,-6.63,8.25,-0.0
870.5,34.7,2.65,78.94,6.39,-6.01,8.25,0.0
871.0,40.67,2.61,81.69,4.6,-5.33,8.26,0.0
871.5,52.9,2.51,86.19,3.4,-4.97,8.28,-0.0
872.0,64.69,2.28,94.08,2.72,-5.79,8.31,-0.03
872.5,76.26,1.98,100.55,2.34,-8.69,9.63,-0.05
873.0,90.17,1.75,110.61,2.13,-12.8,9.01,-0.0
873.5,97.62,1.69,112.22,2.02,-15.35,8.38,0.08
874.0,100.81,1.85,103.5,1.97,-14.37,8.08,0.19
874.5,100.86,2.09,107.03,1.98,-10.82,8.08,0.24
875.0,99.89,2.3,114.69,2.07,-6.9,8.08,0.21
875.5,103.58,2.4,116.46,2.22,-3.32,8.07,0.12
876.0,105.12,2.43,114.15,2.42,-0.8,8.08,0.04
876.5,111.0,2.43,112.89,2.62,0.56,8.08,0.01
877.0,120.71,2.43,114.92,2.76,1.45,8.07,0.0
877.5,120.29,2.44,117.26,2.8,2.19,8.08,0.0
878.0,115.15,2.43,117.84,2.74,2.88,8.08,-0.01
878.5,108.88,2.43,117.22,2.64,3.42,8.07,-0.01
879.0,104.34,2.44,116.95,2.52,3.68,8.07,-0.0
879.5,109.12,2.46,117.2,2.41,3.93,8.07,0.01
880.0,119.47,2.47,117.24,2.3,4.17,8.08,0.02
880.5,122.5,2.47,112.24,2.22,4.23,8.08,0.02
881.0,117.52,2.46,102.08,2.18,4.07,8.08,0.01
881.5,112.59,2.45,97.06,2.2,3.55,8.07,0.01
882.0,112.71,2.44,96.77,2.3,2.78,8.08,0.02
882.5,117.13,2.44,97.07,2.51,1.53,8.08,0.05
883.0,116.82,2.46,95.74,2.8,-1.14,8.07,0.06
883.5,109.72,2.47,81.77,3.19,-6.49,8.07,0.05
884.0,94.53,2.5,54.5,3.73,-14.04,8.08,0.02
884.5,74.38,2.54,41.37,4.48,-20.74,8.07,0.01
885.0,64.07,2.56,39.83,5.58,-25.56,8.07,0.0
885.5,67.01,2.57,46.94,7.01,-29.05,8.08,-0.0
886.0,68.54,2.56,63.18,8.43,-31.44,8.08,-0.01
886.5,63.06,2.54,70.45,9.26,-33.15,8.08,-0.01
887.0,59.45,2.52,71.13,9.2,-34.54,8.08,-0.01
887.5,62.01,2.51,71.56,8.52,-35.77,8.08,0.01
888.0,62.54,2.54,72.08,7.71,-36.92,8.07,0.02
888.5,54.34,2.55,72.25,7.01,-37.84,8.07,0.01
889.0,49.06,2.55,71.8,6.44,-38.48,8.08,-0.0
889.5,53.45,2.53,71.61,5.91,-39.13,8.07,0.0
890.0,59.59,2.52,70.58,5.45,-39.69,8.07,0.01
890.5,61.14,2.5,67.46,5.08,-39.7,8.07,0.01
891.0,59.14,2.47,67.39,4.77,-38.96,8.07,0.0
891.5,54.8,2.45,72.3,4.57,-37.87,8.07,-0.0
892.0,50.69,2.45,76.14,4.45,-37.01,8.08,-0.0
892.5,47.59,2.44,78.25,4.38,-36.29,8.07,0.0
893.0,48.31,2.45,79.28,4.34,-35.31,8.07,0.0
893.5,52.12,2.47,79.04,4.32,-34.34,8.08,0.01
894.0,57.77,2.5,78.25,4.32,-33.7,8.08,0.02
894.5,59.57,2.52,78.41,4.35,-33.2,8.08,0.02
895.0,55.73,2.52,79.05,4.43,-32.61,8.08,0.01
895.5,51.61,2.53,78.18,4.55,-32.04,8.09,0.0
896.0,49.21,2.53,75.87,4.68,-31.85,8.11,0.0
896.5,49.56,2.54,75.2,4.77,-32.27,8.11,-0.0
897.0,52.8,2.55,76.42,4.79,-33.15,8.11,-0.0
897.5,55.5,2.57,77.44,4.79,-34.22,8.11,-0.0
898.0,54.77,2.58,77.25,4.8,-35.11,8.11,0.01
898.5,51.16,2.58,76.06,4.83,-35.32,8.11,0.01
899.0,49.53,2.56,74.49,4.9,-34.88,8.11,0.0
899.5,50.7,2.54,73.79,4.96,-34.46,8.11,-0.0
900.0,49.99,2.53,73.02,4.98,-34.54,8.11,0.0
900.5,50.43,2.53,71.47,4.9,-35.03,8.11,0.01
901.0,53.49,2.53,71.14,4.81,-35.59,8.11,0.01
901.5,54.15,2.52,71.52,4.74,-36.13,8.11,0.01
902.0,52.14,2.52,71.75,4.71,-36.7,8.11,0.0
902.5,52.33,2.51,71.83,4.73,-37.22,8.11,0.01
903.0,55.12,2.51,72.51,4.79,-37.79,8.11,0.01
903.5,53.72,2.53,73.44,4.85,-38.32,8.11,0.02
904.0,49.8,2.56,73.92,4.98,-38.06,8.11,0.03
904.5,44.89,2.56,74.2,5.24,-36.32,8.12,0.02
905.0,40.31,2.54,72.59,5.68,-33.26,8.15,0.01
905.5,44.77,2.51,70.37,6.24,-30.44,8.15,0.01
906.0,50.15,2.5,70.36,6.91,-30.27,8.15,0.01
906.5,42.77,2.51,71.57,7.65,-32.62,8.15,0.01
907.0,35.26,2.54,70.81,8.46,-35.21,8.15,0.0
907.5,35.84,2.57,68.85,9.42,-36.76,8.15,-0.0
908.0,38.27,2.59,66.14,10.38,-37.26,8.15,-0.01
908.5,38.55,2.6,63.25,11.08,-37.15,8.15,-0.01
909.0,37.15,2.59,61.9,11.48,-36.73,8.15,-0.01
909.5,36.72,2.6,61.02,11.6,-36.07,8.15,0.0
910.0,35.2,2.62,60.11,11.53,-35.12,8.15,0.01
910.5,31.94,2.63,59.27,11.39,-33.89,8.15,0.01
911.0,31.49,2.62,59.07,11.31,-32.57,8.15,0.0
911.5,33.39,2.61,59.93,11.34,-31.35,8.15,-0.0
912.0,33.09,2.6,60.8,11.33,-30.4,8.15,-0.01
912.5,32.44,2.6,63.91,11.08,-29.66,8.15,-0.01
913.0,36.23,2.6,69.62,10.43,-28.83,8.15,-0.01
913.5,42.63,2.59,72.42,9.32,-27.8,8.15,-0.0
914.0,45.93,2.58,71.96,8.02,-26.63,8.15,0.01
914.5,41.58,2.57,68.88,6.87,-24.92,8.19,0.01
915.0,39.88,2.56,66.24,5.93,-21.71,8.23,0.01
915.5,63.26,2.53,71.41,5.17,-17.07,8.23,0.01
916.0,127.22,2.45,82.35,4.49,-12.9,8.23,0.0
916.5,220.19,2.37,91.31,3.93,-10.64,8.23,0.01
917.0,284.08,2.34,94.97,3.56,-9.67,8.23,0.02
917.5,249.56,2.37,93.67,3.44,-9.07,8.24,0.03
918.0,161.48,2.4,90.7,3.53,-9.43,8.26,0.04
918.5,105.5,2.39,94.82,3.79,-11.96,8.15,0.09
919.0,84.23,2.44,97.9,4.12,-16.07,8.15,0.17
919.5,68.02,2.51,96.08,4.48,-19.6,8.15,0.17
920.0,51.78,2.55,89.87,4.94,-21.13,8.15,0.07
920.5,42.18,2.6,80.31,5.63,-20.79,8.15,0.02
921.0,41.21,2.64,71.85,6.58,-19.55,8.15,0.01
921.5,42.7,2.66,63.62,7.67,-18.19,8.15,0.02
922.0,39.78,2.67,61.04,8.69,-16.74,8.15,0.02
922.5,41.16,2.67,63.89,9.22,-15.0,8.15,0.01
923.0,47.88,2.67,66.96,9.09,-13.4,8.15,0.0
923.5,52.19,2.68,70.84,8.47,-12.24,8.17,0.0
924.0,54.63,2.69,82.45,7.63,-11.44,8.19,0.0
924.5,59.06,2.68,99.85,6.75,-11.17,8.19,0.0
925.0,60.71,2.67,102.77,5.84,-11.01,8.2,-0.0
925.5,58.61,2.65,99.93,4.98,-10.15,8.21,-0.0
926.0,66.01,2.62,96.03,4.21,-8.45,8.22,-0.0
926.5,83.79,2.57,88.64,3.6,-6.62,8.22,0.0
927.0,94.45,2.52,86.33,3.15,-5.27,8.26,0.0
927.5,93.82,2.43,97.26,2.86,-5.04,8.3,0.0
928.0,92.6,2.35,120.15,2.68,-6.46,8.3,0.02
928.5,95.56,2.35,133.7,2.59,-8.37,8.34,0.09
929.0,97.52,2.39,134.61,2.58,-8.87,8.37,0.13
929.5,95.1,2.39,128.92,2.62,-7.74,8.08,0.11
930.0,92.69,2.4,120.86,2.68,-6.91,8.08,0.11
930.5,90.71,2.47,117.62,2.74,-6.89,8.08,0.14
931.0,84.79,2.52,116.65,2.8,-6.56,8.08,0.16
931.5,78.97,2.53,113.58,2.82,-5.12,8.08,0.16
932.0,74.03,2.52,109.16,2.79,-3.46,8.08,0.16
932.5,71.91,2.5,107.53,2.7,-2.33,8.07,0.15
933.0,72.87,2.48,108.56,2.54,-1.92,8.07,0.16
933.5,75.43,2.47,112.05,2.38,-2.3,8.08,0.17
934.0,82.41,2.48,115.49,2.25,-2.97,8.08,0.17
934.5,91.27,2.46,117.89,2.18,-3.46,8.08,0.15
935.0,96.41,2.39,119.03,2.18,-3.77,8.07,0.1
935.5,100.81,2.3,120.16,2.25,-4.04,8.07,0.08
936.0,103.88,2.25,120.48,2.36,-4.77,8.07,0.13
936.5,103.76,2.28,119.96,2.5,-5.86,8.07,0.21
937.0,100.55,2.4,120.1,2.63,-6.06,8.08,0.23
937.5,94.75,2.46,119.6,2.78,-5.13,8.15,0.13
938.0,89.84,2.47,115.22,2.95,-4.75,8.23,0.04
938.5,86.36,2.47,108.64,3.18,-5.59,8.22,0.01
939.0,84.53,2.46,102.56,3.42,-7.45,8.22,0.01
939.5,90.8,2.46,97.94,3.59,-9.48,8.23,0.01
940.0,97.25,2.47,95.27,3.66,-10.64,8.23,0.01
940.5,96.89,2.49,92.06,3.56,-11.22,8.23,0.02
941.0,89.12,2.49,86.53,3.39,-11.56,8.28,0.01
941.5,85.26,2.49,83.3,3.21,-12.0,8.29,0.01
942.0,87.23,2.48,83.9,3.05,-12.61,8.3,0.0
942.5,92.56,2.45,87.0,2.94,-13.55,8.33,-0.0
943.0,102.28,2.33,87.86,2.9,-15.02,8.35,-0.02
943.5,111.29,2.13,90.62,2.89,-17.84,8.37,-0.02
944.0,111.93,1.9,99.84,2.85,-21.49,8.82,0.01
944.5,104.44,1.8,111.64,2.77,-25.16,9.07,0.08
945.0,96.99,1.89,120.36,2.67,-28.48,9.32,0.18
945.5,94.46,2.05,124.7,2.59,-29.96,9.74,0.28
946.0,95.25,2.1,123.52,2.56,-30.59,9.52,0.36
946.5,98.15,2.04,118.13,2.58,-30.67,9.3,0.36
947.0,99.11,1.9,115.58,2.61,-29.97,10.14,0.29
947.5,90.88,1.75,123.31,2.63,-29.12,10.15,0.2
948.0,81.2,1.67,135.5,2.62,-28.2,10.15,0.14
948.5,76.37,1.64,147.25,2.56,-27.42,10.0,0.11
949.0,74.54,1.71,151.53,2.44,-26.73,9.3,0.13
949.5,81.03,1.83,151.04,2.3,-25.41,8.61,0.16
950.0,91.73,1.9,151.26,2.15,-23.53,8.99,0.17
950.5,95.89,1.99,151.84,2.06,-21.92,9.35,0.17
951.0,94.67,2.05,152.7,2.0,-21.01,9.71,0.19
951.5,90.32,2.0,156.96,1.98,-20.64,9.64,0.17
952.0,86.05,1.91,171.26,2.0,-19.97,9.47,0.08
952.5,84.24,1.89,177.17,2.01,-18.88,9.29,0.01
953.0,86.92,1.91,164.1,2.03,-17.76,8.71,0.0
953.5,93.43,1.95,142.37,2.07,-17.48,8.71,0.03
954.0,98.39,1.98,134.82,2.15,-17.63,8.71,0.09
954.5,101.25,2.03,130.59,2.3,-18.12,8.6,0.13
955.0,103.46,2.11,126.38,2.53,-18.66,8.71,0.16
955.5,102.1,2.18,122.27,2.82,-19.89,8.82,0.19
956.0,96.71,2.24,107.43,3.14,-20.86,7.93,0.21
956.5,93.62,2.31,88.68,3.44,-20.86,7.92,0.17
957.0,87.26,2.41,93.62,3.7,-20.31,7.92,0.11
957.5,74.82,2.51,101.8,3.83,-20.42,7.8,0.06
958.0,64.11,2.56,100.0,3.77,-21.81,7.8,0.03
958.5,56.41,2.58,94.5,3.5,-24.24,7.8,0.01
959.0,55.24,2.56,90.48,3.11,-26.89,7.77,0.0
959.5,59.01,2.53,89.79,2.72,-30.0,7.74,0.0
960.0,63.52,2.48,91.14,2.46,-33.48,7.72,0.01
960.5,65.84,2.43,91.58,2.33,-37.07,7.7,0.01
961.0,64.48,2.38,90.12,2.31,-40.14,7.7,0.02
961.5,61.17,2.32,85.65,2.37,-42.07,7.7,0.01
962.0,55.41,2.29,84.86,2.42,-42.94,7.7,0.02
962.5,51.53,2.3,88.67,2.4,-43.37,7.7,0.05
963.0,52.22,2.38,90.73,2.36,-43.57,7.7,0.1
963.5,54.08,2.46,90.09,2.31,-43.11,7.69,0.12
964.0,64.68,2.44,88.96,2.21,-40.48,7.73,0.09
964.5,80.19,2.36,89.54,2.03,-38.1,7.78,0.05
965.0,85.42,2.31,91.0,1.8,-37.68,7.78,0.04
965.5,84.76,2.29,91.28,1.58,-39.4,7.79,0.05
966.0,88.32,2.29,94.97,1.42,-41.79,7.8,0.07
966.5,94.2,2.29,98.13,1.34,-42.49,7.85,0.08
967.0,94.63,2.29,99.45,1.31,-42.47,7.85,0.08
967.5,92.77,2.3,100.0,1.33,-42.09,7.85,0.09
968.0,94.51,2.33,99.19,1.38,-40.67,8.0,0.1
968.5,96.41,2.36,98.78,1.43,-37.83,8.04,0.11
969.0,99.37,2.39,99.66,1.5,-34.25,8.08,0.1
969.5,107.55,2.39,102.51,1.58,-32.1,8.1,0.07
970.0,107.34,2.35,105.79,1.67,-31.88,8.12,0.04
970.5,98.03,2.33,105.39,1.74,-32.68,8.15,0.03
971.0,94.72,2.32,104.25,1.77,-33.59,8.15,0.02
971.5,97.17,2.32,104.27,1.77,-34.0,8.15,0.03
972.0,102.2,2.33,104.44,1.76,-33.97,8.15,0.03
972.5,102.9,2.33,104.62,1.76,-33.91,8.22,0.03
973.0,96.12,2.33,104.81,1.79,-33.78,8.23,0.03
973.5,91.75,2.34,104.87,1.84,-32.89,8.23,0.03
974.0,90.84,2.36,105.37,1.92,-30.8,8.23,0.03
974.5,90.51,2.36,105.86,2.02,-27.97,8.23,0.02
975.0,90.74,2.37,105.5,2.15,-25.28,8.23,0.01
975.5,90.8,2.38,104.86,2.3,-23.07,8.3,0.01
976.0,97.8,2.4,104.3,2.44,-20.67,8.34,0.01
976.5,103.52,2.42,104.29,2.56,-17.51,8.38,0.02
977.0,102.76,2.44,104.44,2.67,-14.02,8.38,0.03
977.5,109.11,2.45,104.71,2.74,-11.35,8.38,0.03
978.0,119.25,2.46,105.57,2.8,-10.68,8.37,0.04
978.5,117.72,2.46,106.61,2.83,-11.27,8.38,0.04
979.0,110.95,2.45,106.8,2.84,-11.59,8.38,0.04
979.5,109.99,2.45,106.51,2.83,-10.83,8.38,0.04
980.0,112.58,2.47,106.15,2.81,-8.32,8.38,0.04
980.5,120.67,2.48,106.04,2.8,-4.87,8.35,0.04
981.0,129.39,2.48,106.62,2.78,-2.13,8.3,0.03
981.5,129.42,2.46,108.27,2.76,-0.45,8.3,0.02
982.0,128.13,2.44,110.4,2.73,0.48,8.3,0.02
982.5,123.59,2.42,112.23,2.7,1.11,8.3,0.03
983.0,116.25,2.4,113.2,2.67,1.98,8.3,0.05
983.5,114.29,2.41,113.61,2.64,2.64,8.3,0.09
984.0,116.78,2.43,113.85,2.6,2.96,8.3,0.13
984.5,118.77,2.47,114.06,2.56,3.15,8.3,0.14
985.0,118.49,2.49,114.78,2.52,3.47,8.3,0.14
985.5,114.5,2.49,115.49,2.48,3.97,8.3,0.12
986.0,111.83,2.48,115.89,2.45,4.28,8.3,0.1
986.5,118.57,2.46,116.31,2.42,4.2,8.3,0.07
987.0,128.72,2.45,116.85,2.4,4.17,8.3,0.04
987.5,135.09,2.44,117.65,2.38,4.13,8.26,0.02
988.0,131.58,2.45,118.7,2.38,3.94,8.23,0.01
988.5,124.75,2.48,119.89,2.4,3.83,8.22,0.01
989.0,121.63,2.49,119.72,2.43,3.97,8.2,0.01
989.5,122.0,2.48,118.57,2.47,4.17,8.18,0.0
990.0,121.56,2.48,117.83,2.52,4.17,8.17,-0.01
990.5,115.53,2.47,117.3,2.57,3.71,8.17,-0.01
991.0,109.14,2.48,116.13,2.62,2.75,8.17,-0.01
991.5,103.08,2.48,113.61,2.68,2.1,8.17,-0.0
992.0,103.42,2.49,110.95,2.76,2.02,8.17,0.01
992.5,112.87,2.5,109.34,2.83,2.34,8.17,0.02
993.0,124.29,2.5,109.28,2.89,2.09,8.17,0.02
993.5,128.05,2.49,110.6,2.93,-0.12,8.17,0.01
994.0,120.31,2.48,111.41,2.96,-3.83,8.17,0.01
994.5,110.1,2.48,110.9,3.0,-6.76,8.18,0.01
995.0,107.33,2.47,109.52,3.04,-8.7,8.18,0.01
995.5,109.2,2.47,108.08,3.07,-8.96,8.18,0.01
996.0,105.02,2.47,107.29,3.11,-7.02,8.17,0.01
996.5,98.19,2.47,106.67,3.13,-5.13,8.17,0.0
997.0,96.13,2.47,105.99,3.15,-4.39,8.18,0.0
997.5,99.92,2.47,105.64,3.15,-4.59,8.18,0.0
998.0,103.75,2.48,105.97,3.14,-4.73,8.17,0.01
998.5,105.78,2.49,106.45,3.11,-3.99,8.17,0.01
999.0,105.95,2.51,106.49,3.04,-2.5,8.17,0.02
999.5,108.24,2.51,106.35,2.96,-1.08,8.16,0.02
1000.0,111.94,2.5,106.56,2.87,0.16,8.15,0.01
1000.5,113.24,2.49,107.12,2.77,1.38,8.15,0.01
1001.0,115.23,2.49,108.27,2.68,2.58,8.11,0.01
1001.5,119.65,2.5,109.93,2.6,3.67,8.07,0.01
1002.0,118.74,2.5,111.98,2.54,4.41,8.08,0.02
1002.5,117.71,2.5,114.16,2.5,4.59,8.08,0.02
1003.0,120.35,2.49,116.01,2.47,4.5,8.08,0.01
1003.5,119.49,2.49,117.14,2.48,4.34,8.08,0.0
1004.0,119.76,2.49,117.71,2.51,4.15,8.07,0.0
1004.5,120.18,2.5,117.71,2.56,3.78,8.07,0.0
1005.0,123.36,2.49,117.21,2.61,3.4,8.08,0.0
1005.5,124.57,2.49,116.62,2.66,3.08,8.08,0.0
1006.0,116.78,2.49,115.88,2.7,2.84,8.07,0.0
1006.5,111.1,2.49,114.77,2.72,2.78,8.07,0.0
1007.0,111.57,2.5,113.92,2.72,2.63,8.07,0.0
1007.5,115.15,2.5,113.51,2.7,2.4,8.08,0.0
1008.0,119.12,2.49,113.76,2.67,2.43,8.07,0.0
1008.5,125.1,2.49,113.38,2.64,2.91,8.07,0.01
1009.0,129.98,2.49,112.26,2.62,3.62,8.08,0.01
1009.5,123.7,2.49,112.28,2.59,4.15,8.08,0.01
1010.0,117.36,2.49,113.3,2.57,4.39,8.08,0.01
1010.5,115.77,2.49,114.56,2.54,4.26,8.07,0.0
1011.0,115.77,2.49,115.83,2.52,4.15,8.07,0.0
1011.5,118.72,2.49,116.39,2.51,4.1,8.08,0.0
1012.0,121.06,2.5,116.44,2.51,4.07,8.08,0.01
1012.5,117.24,2.5,116.26,2.51,4.21,8.08,0.01
1013.0,111.88,2.5,115.94,2.52,4.61,8.08,0.01
1013.5,110.03,2.5,115.94,2.52,5.1,8.07,0.01
1014.0,117.07,2.5,116.28,2.52,5.52,8.08,0.01
1014.5,120.73,2.5,116.64,2.52,5.76,8.08,0.01
1015.0,113.24,2.5,117.01,2.52,5.73,8.08,0.01
1015.5,112.5,2.51,117.19,2.52,5.49,8.07,0.02
1016.0,115.57,2.51,117.19,2.52,5.25,8.07,0.02
1016.5,114.55,2.5,116.97,2.54,5.11,8.07,0.02
1017.0,114.31,2.49,116.31,2.55,5.06,8.08,0.01
1017.5,117.26,2.49,115.77,2.56,5.1,8.08,0.0
1018.0,118.21,2.49,115.9,2.57,5.11,8.08,0.0
1018.5,122.87,2.49,115.84,2.58,4.95,8.07,-0.0
1019.0,126.56,2.49,115.55,2.59,4.61,8.07,-0.0
1019.5,126.69,2.49,115.36,2.6,4.25,8.08,-0.0
1020.0,130.09,2.49,115.53,2.6,4.1,8.07,0.0
1020.5,133.19,2.49,115.69,2.59,4.22,8.07,0.0
1021.0,131.37,2.49,115.73,2.59,4.52,8.07,0.0
1021.5,128.84,2.49,115.89,2.58,4.88,8.07,0.0
1022.0,128.78,2.49,116.08,2.57,5.2,8.07,0.0
1022.5,127.0,2.49,116.09,2.56,5.36,8.07,0.0
1023.0,120.77,2.49,116.28,2.56,5.4,8.07,0.01
1023.5,118.4,2.48,116.42,2.56,5.38,8.07,0.0
1024.0,121.07,2.48,116.28,2.57,5.42,8.08,0.0
1024.5,121.94,2.48,116.09,2.59,5.63,8.08,0.0
1025.0,123.73,2.48,116.08,2.61,5.88,8.08,0.0
1025.5,126.63,2.49,115.89,2.63,6.05,8.07,0.01
1026.0,123.92,2.48,115.73,2.64,6.07,8.07,0.0
1026.5,116.65,2.48,115.71,2.63,5.97,8.07,0.0
1027.0,116.33,2.48,115.66,2.61,5.89,8.08,0.0
1027.5,118.98,2.49,115.31,2.59,5.91,8.07,0.01
1028.0,114.21,2.5,114.63,2.57,6.09,8.07,0.02
1028.5,109.77,2.49,114.43,2.54,6.37,8.07,0.01
1029.0,113.58,2.48,114.6,2.52,6.51,8.08,0.01
1029.5,117.41,2.49,114.81,2.49,6.4,8.08,0.02
1030.0,117.6,2.5,115.53,2.44,6.06,8.08,0.04
1030.5,115.33,2.5,116.28,2.38,5.61,8.08,0.05
1031.0,111.4,2.5,117.02,2.34,5.23,8.08,0.05
1031.5,111.41,2.5,117.88,2.36,4.94,8.08,0.04
1032.0,116.26,2.49,117.87,2.45,4.52,8.08,0.04
1032.5,118.69,2.48,117.14,2.65,3.56,8.07,0.03
1033.0,117.15,2.47,115.95,2.96,1.6,8.07,0.04
1033.5,111.76,2.48,114.37,3.35,-1.24,8.08,0.06
1034.0,106.22,2.52,109.02,3.76,-4.44,8.09,0.07
1034.5,97.19,2.56,94.11,4.15,-7.5,8.11,0.05
1035.0,84.76,2.57,78.19,4.46,-10.11,8.15,0.02
1035.5,76.85,2.52,70.92,4.65,-12.28,8.15,0.0
1036.0,77.26,2.44,74.21,4.68,-14.01,8.15,0.02
1036.5,85.68,2.43,89.46,4.48,-14.71,8.3,0.09
1037.0,95.71,2.46,105.26,4.11,-13.43,8.3,0.16
1037.5,106.6,2.48,109.86,3.66,-9.6,8.3,0.14
1038.0,121.78,2.47,110.22,3.25,-4.02,8.3,0.07
1038.5,130.4,2.49,111.14,2.94,1.27,8.3,0.03
1039.0,128.66,2.51,112.62,2.74,4.79,8.3,0.01
1039.5,129.68,2.53,119.08,2.64,6.56,8.3,0.01
1040.0,135.41,2.53,124.41,2.62,7.31,8.3,0.0
1040.5,132.68,2.53,118.28,2.64,7.62,8.3,0.0
1041.0,125.04,2.52,112.69,2.69,7.69,8.3,-0.01
1041.5,125.24,2.5,111.48,2.72,7.54,8.3,-0.01
1042.0,129.84,2.5,111.57,2.74,7.24,8.3,-0.0
1042.5,135.92,2.51,112.92,2.74,7.03,8.3,0.0
1043.0,136.67,2.51,114.8,2.74,6.96,8.3,0.01
1043.5,130.75,2.52,115.0,2.73,6.85,8.3,0.01
1044.0,129.07,2.52,114.27,2.74,6.7,8.3,0.0
1044.5,128.14,2.52,113.84,2.75,6.47,8.3,0.0
1045.0,124.72,2.51,113.67,2.75,5.96,8.3,0.0
1045.5,121.9,2.5,113.51,2.74,5.21,8.3,0.0
1046.0,119.2,2.5,114.08,2.72,4.81,8.3,0.01
1046.5,116.88,2.5,114.91,2.69,5.02,8.3,0.02
1047.0,120.89,2.5,115.39,2.68,5.06,8.3,0.03
1047.5,122.88,2.5,114.9,2.66,4.43,8.3,0.04
1048.0,120.11,2.52,113.74,2.65,3.79,8.3,0.08
1048.5,117.61,2.56,113.53,2.63,3.75,8.3,0.1
1049.0,117.98,2.55,113.76,2.59,4.5,8.39,0.07
1049.5,119.39,2.5,113.45,2.56,5.34,8.47,0.03
1050.0,117.94,2.47,113.08,2.53,5.13,8.37,0.04
1050.5,122.78,2.47,112.88,2.51,3.85,8.5,0.08
1051.0,125.97,2.44,112.48,2.49,1.7,8.63,0.09
1051.5,123.66,2.41,113.26,2.47,-0.46,8.6,0.1
1052.0,125.63,2.45,115.65,2.45,-0.52,8.56,0.16
1052.5,127.96,2.51,117.42,2.42,0.44,8.53,0.22
1053.0,119.99,2.49,117.84,2.4,0.48,8.75,0.2
1053.5,110.04,2.41,117.34,2.39,-0.48,8.75,0.16
1054.0,110.87,2.37,116.35,2.36,-1.74,8.53,0.18
1054.5,118.51,2.38,117.21,2.32,-2.48,8.53,0.25
1055.0,122.66,2.42,120.07,2.29,-2.72,8.53,0.27
1055.5,126.27,2.44,121.11,2.29,-2.93,8.53,0.24
1056.0,126.69,2.41,120.74,2.35,-3.94,8.65,0.22
1056.5,120.57,2.35,119.89,2.54,-6.3,8.78,0.21
1057.0,110.36,2.22,118.26,2.86,-9.6,8.75,0.22
1057.5,99.47,2.1,109.24,3.33,-12.96,8.49,0.24
1058.0,87.18,2.03,89.99,3.95,-15.82,8.23,0.19
1058.5,75.1,2.1,78.76,4.8,-18.07,8.23,0.08
1059.0,56.58,2.31,76.09,6.09,-19.8,8.23,0.0
1059.5,38.38,2.54,84.05,8.24,-20.92,8.23,-0.02
1060.0,34.02,2.64,103.54,11.61,-21.22,8.22,-0.01
1060.5,36.63,2.65,108.56,14.25,-20.66,8.23,-0.01
1061.0,37.28,2.64,99.19,12.7,-19.52,8.23,-0.0
1061.5,37.31,2.64,93.58,9.19,-17.7,8.22,0.0
1062.0,46.41,2.62,93.27,6.5,-15.37,8.22,0.01
1062.5,60.41,2.58,97.26,4.88,-12.96,8.22,0.02
1063.0,66.98,2.53,105.63,4.0,-11.43,8.22,0.02
1063.5,70.69,2.45,114.15,3.54,-11.17,8.22,0.03
1064.0,83.69,2.38,118.04,3.29,-11.36,8.22,0.07
1064.5,101.58,2.38,115.12,3.17,-10.92,8.22,0.13
1065.0,106.38,2.42,103.58,3.18,-10.49,8.22,0.12
1065.5,94.24,2.46,86.44,3.38,-12.18,8.23,0.05
1066.0,80.66,2.48,80.56,3.85,-15.27,8.23,0.02
1066.5,73.49,2.49,83.81,4.7,-18.77,8.15,0.02
1067.0,62.92,2.5,88.03,5.99,-22.96,8.08,0.03
1067.5,45.58,2.52,87.54,7.7,-27.53,8.08,0.04
1068.0,32.37,2.52,86.77,9.79,-31.95,8.08,0.04
1068.5,26.66,2.48,83.26,12.22,-35.73,8.08,0.04
1069.0,23.9,2.42,70.95,14.76,-38.46,8.08,0.04
1069.5,21.41,2.38,64.15,16.84,-40.2,8.1,0.04
1070.0,19.61,2.36,63.91,18.0,-41.28,8.13,0.03
1070.5,20.49,2.36,64.59,18.22,-41.85,8.15,0.02
1071.0,22.71,2.39,64.2,17.8,-41.98,8.19,0.02
1071.5,26.24,2.44,63.84,17.34,-41.62,8.23,0.02
1072.0,27.39,2.49,66.13,17.19,-41.23,8.23,0.01
1072.5,26.44,2.53,65.75,17.2,-40.87,8.23,0.0
1073.0,23.28,2.55,63.08,17.07,-40.33,8.23,0.0
1073.5,22.22,2.56,61.38,16.6,-39.62,8.23,0.01
1074.0,26.45,2.58,60.82,15.85,-38.86,8.23,0.0
1074.5,30.22,2.59,60.08,15.1,-38.05,8.23,-0.0
1075.0,28.94,2.61,58.87,14.49,-37.19,8.22,-0.0
1075.5,26.73,2.62,58.55,14.05,-36.36,8.23,0.0
1076.0,27.73,2.63,58.99,13.73,-35.7,8.23,0.01
1076.5,33.4,2.63,59.73,13.37,-35.34,8.23,0.0
1077.0,42.25,2.62,60.29,12.83,-35.26,8.23,0.0
1077.5,43.49,2.62,60.81,12.08,-35.18,8.23,-0.0
1078.0,35.33,2.62,61.0,11.32,-34.74,8.23,-0.01
