DEPT,GR,RHOB,DT,ILD,SP,CALD,DRHO
1912.2,40.53,2.63,69.29,22.16,448.69,8.36,0.01
1912.7,35.53,2.63,64.35,25.39,448.05,8.35,0.01
1913.2,35.99,2.62,60.07,28.8,447.37,8.35,0.01
1913.7,41.69,2.62,58.14,31.19,446.78,8.36,0.0
1914.2,41.66,2.61,58.01,31.04,446.37,8.35,0.0
1914.7,36.79,2.6,57.88,28.3,446.09,8.36,0.0
1915.2,41.42,2.6,58.74,24.52,446.1,8.36,0.0
1915.7,53.34,2.59,61.55,21.16,446.43,8.36,0.01
1916.2,61.07,2.59,64.83,18.86,446.88,8.36,0.02
1916.7,65.12,2.6,68.46,17.5,447.14,8.35,0.03
1917.2,69.06,2.61,72.08,16.94,446.9,8.36,0.03
1917.7,68.87,2.6,74.23,17.14,445.89,8.36,0.03
1918.2,62.64,2.6,74.16,18.09,443.94,8.36,0.02
1918.7,51.55,2.61,71.45,19.91,440.83,8.36,0.01
1919.2,38.54,2.62,66.63,22.65,436.45,8.36,0.01
1919.7,28.53,2.62,60.94,26.59,430.96,8.35,0.0
1920.2,20.01,2.6,56.48,32.07,424.89,8.36,0.0
1920.7,12.11,2.57,54.58,38.24,418.93,8.36,0.0
1921.2,8.81,2.57,54.27,43.33,413.54,8.36,0.01
1921.7,9.89,2.58,54.39,45.3,408.97,8.35,0.03
1922.2,12.89,2.59,55.13,44.12,405.23,8.35,0.03
1922.7,15.51,2.58,55.77,41.56,402.34,8.36,0.02
1923.2,15.73,2.57,55.71,39.15,400.42,8.36,0.01
1923.7,15.33,2.56,55.78,37.56,399.25,8.36,0.01
1924.2,17.66,2.55,55.96,36.67,398.5,8.36,-0.0
1924.7,21.41,2.55,55.8,36.3,397.95,8.28,-0.0
1925.2,21.08,2.55,55.48,36.27,397.42,8.2,0.01
1925.7,17.28,2.57,55.83,36.49,396.75,8.25,0.02
1926.2,15.78,2.58,56.5,36.78,396.07,8.34,0.03
1926.7,17.14,2.59,56.81,36.99,395.69,8.44,0.02
1927.2,17.63,2.58,56.79,37.27,395.92,8.44,0.01
1927.7,15.64,2.57,56.53,37.52,396.88,8.44,0.0
1928.2,13.83,2.56,56.39,38.0,398.35,8.44,0.0
1928.7,13.88,2.57,56.54,38.77,400.03,8.44,0.01
1929.2,15.19,2.6,56.97,39.49,402.16,8.44,0.02
1929.7,16.83,2.62,57.28,40.04,405.03,8.45,0.02
1930.2,18.42,2.64,56.95,40.46,408.43,8.44,0.02
1930.7,21.37,2.65,56.34,40.95,412.15,8.45,0.02
1931.2,23.63,2.66,55.91,41.65,416.04,8.45,0.02
1931.7,23.7,2.65,55.87,42.62,419.9,8.44,0.02
1932.2,26.25,2.65,56.36,43.64,423.34,8.44,0.02
1932.7,29.81,2.64,57.24,44.48,425.88,8.45,0.03
1933.2,27.98,2.63,58.11,45.16,427.52,8.44,0.02
1933.7,22.65,2.61,58.44,45.76,428.66,8.44,0.0
1934.2,19.67,2.59,58.05,46.41,429.48,8.44,-0.0
1934.7,18.74,2.59,58.0,47.5,430.22,8.44,-0.0
1935.2,17.74,2.59,58.34,49.03,431.06,8.44,0.0
1935.7,16.05,2.59,58.24,50.55,432.02,8.44,0.0
1936.2,14.36,2.59,58.46,51.35,433.02,8.44,-0.0
1936.7,14.37,2.58,58.79,51.02,434.11,8.44,-0.0
1937.2,14.36,2.56,58.22,49.54,435.17,8.45,-0.0
1937.7,15.09,2.53,58.31,47.47,436.27,8.45,-0.0
1938.2,21.06,2.49,60.92,45.69,437.55,8.44,-0.0
1938.7,30.72,2.46,66.09,44.53,438.81,8.44,-0.0
1939.2,38.2,2.4,72.16,43.93,439.86,8.44,-0.01
1939.7,44.82,2.31,77.16,43.21,440.88,8.44,-0.01
1940.2,54.67,2.2,81.42,41.15,442.15,8.44,-0.01
1940.7,62.6,2.12,86.4,37.34,443.73,8.44,-0.0
1941.2,64.19,2.06,93.98,32.37,445.38,8.44,-0.0
1941.7,67.4,2.07,102.19,27.23,446.84,8.44,-0.0
1942.2,80.25,2.14,107.36,23.03,448.09,8.44,0.01
1942.7,97.41,2.26,109.48,20.09,449.08,8.44,0.02
1943.2,107.98,2.38,107.63,17.76,449.69,8.44,0.03
1943.7,115.76,2.47,100.94,15.92,449.92,8.45,0.03
1944.2,127.72,2.5,91.78,14.59,449.92,8.45,0.03
1944.7,136.19,2.5,84.7,13.56,449.88,8.44,0.03
1945.2,133.18,2.5,81.73,12.85,449.76,8.45,0.02
1945.7,118.09,2.51,81.73,12.46,449.66,8.45,0.03
1946.2,103.7,2.53,81.45,12.41,449.86,8.45,0.04
1946.7,103.97,2.53,80.85,12.8,450.2,8.44,0.05
1947.2,109.72,2.53,81.37,13.62,450.25,8.44,0.06
1947.7,107.24,2.54,81.44,14.84,450.02,8.45,0.07
1948.2,99.73,2.58,79.93,16.43,449.77,8.44,0.08
1948.7,91.91,2.62,77.4,18.24,449.62,8.44,0.09
1949.2,75.31,2.64,73.92,20.38,449.23,8.44,0.07
1949.7,51.94,2.64,69.4,23.22,448.5,8.44,0.04
1950.2,39.16,2.63,64.33,26.77,447.6,8.44,0.02
1950.7,37.51,2.62,60.25,31.01,446.8,8.45,0.01
1951.2,37.7,2.62,58.38,35.88,446.02,8.45,0.0
1951.7,39.76,2.62,57.92,39.78,445.15,8.44,-0.0
1952.2,44.89,2.62,58.05,41.17,444.31,8.45,-0.0
1952.7,49.58,2.62,58.32,40.49,443.67,8.45,0.0
1953.2,50.4,2.63,58.24,38.77,443.27,8.44,0.01
1953.7,51.5,2.63,57.99,37.1,443.1,8.44,0.01
1954.2,55.05,2.63,57.93,35.92,443.14,8.45,0.0
1954.7,54.53,2.62,58.16,35.17,443.41,8.45,0.0
1955.2,48.54,2.61,58.63,34.79,443.69,8.44,0.0
1955.7,43.47,2.6,59.03,34.61,443.89,8.44,0.0
1956.2,43.82,2.61,59.19,34.64,444.1,8.44,0.01
1956.7,47.09,2.62,59.18,34.77,444.53,8.44,0.01
1957.2,46.47,2.64,58.82,34.53,444.99,8.44,0.01
1957.7,40.57,2.66,58.07,33.95,445.24,8.44,0.0
1958.2,35.35,2.66,57.51,33.17,445.31,8.44,0.0
1958.7,33.67,2.64,57.77,32.28,445.22,8.44,0.01
1959.2,34.12,2.62,58.91,31.53,445.13,8.44,0.01
1959.7,36.7,2.61,60.38,30.88,445.4,8.44,0.02
1960.2,41.21,2.62,61.73,29.91,445.96,8.44,0.04
1960.7,47.57,2.63,63.18,28.53,446.44,8.45,0.05
1961.2,56.62,2.62,64.67,26.77,446.79,8.45,0.06
1961.7,67.42,2.61,65.4,24.46,447.13,8.46,0.05
1962.2,70.81,2.59,65.46,21.84,447.39,8.49,0.03
1962.7,66.8,2.56,66.37,19.21,447.62,8.53,0.02
1963.2,70.01,2.51,69.17,16.6,447.98,8.53,0.01
1963.7,82.38,2.47,73.67,14.36,448.52,8.53,0.02
1964.2,92.74,2.46,78.73,12.47,449.1,8.53,0.04
1964.7,99.32,2.45,84.08,10.92,449.67,8.5,0.06
1965.2,107.83,2.45,89.47,9.76,450.29,8.45,0.09
1965.7,116.78,2.45,94.21,8.75,450.98,8.45,0.1
1966.2,118.5,2.46,97.91,7.82,451.55,8.44,0.08
1966.7,113.66,2.45,99.1,6.97,451.91,8.44,0.05
1967.2,113.99,2.43,97.67,6.27,452.04,8.44,0.02
1967.7,131.92,2.42,95.96,5.84,451.98,8.48,0.02
1968.2,155.56,2.42,97.06,5.67,451.93,8.53,0.04
1968.7,165.59,2.43,102.32,5.69,452.15,8.53,0.04
1969.2,163.89,2.44,107.92,5.81,452.5,8.53,0.04
1969.7,157.03,2.46,108.42,6.01,452.65,8.53,0.04
1970.2,145.7,2.48,103.31,6.28,452.42,8.53,0.03
1970.7,129.62,2.5,95.95,6.66,451.94,8.53,0.02
1971.2,113.28,2.51,89.39,7.22,451.62,8.53,0.02
1971.7,99.35,2.51,85.55,7.97,451.49,8.53,0.02
1972.2,94.42,2.5,85.32,8.76,451.37,8.53,0.02
1972.7,100.36,2.5,86.89,9.22,451.32,8.53,0.02
1973.2,106.64,2.5,88.5,9.08,451.43,8.54,0.02
1973.7,107.32,2.5,90.08,8.42,451.67,8.53,0.03
1974.2,107.77,2.49,91.65,7.53,451.78,8.53,0.03
1974.7,115.77,2.46,93.3,6.7,451.55,8.5,0.03
1975.2,129.11,2.43,96.12,6.02,451.26,8.45,0.03
1975.7,145.99,2.42,100.62,5.5,451.27,8.42,0.04
1976.2,165.06,2.41,105.76,5.15,451.42,8.37,0.06
1976.7,179.04,2.41,109.93,4.93,451.43,8.36,0.07
1977.2,180.78,2.42,112.33,4.85,451.41,8.36,0.09
1977.7,169.23,2.43,112.72,4.92,451.43,8.36,0.09
1978.2,157.68,2.43,111.62,5.16,451.43,8.36,0.08
1978.7,157.61,2.41,109.16,5.58,451.32,8.36,0.06
1979.2,159.92,2.42,105.11,6.26,450.96,8.35,0.05
1979.7,150.52,2.44,99.07,7.28,450.41,8.36,0.05
1980.2,129.0,2.48,91.94,8.7,449.85,8.36,0.05
1980.7,106.03,2.52,84.89,10.5,449.22,8.39,0.04
1981.2,84.98,2.55,77.16,12.74,448.49,8.44,0.02
1981.7,65.75,2.57,69.64,15.41,447.71,8.44,0.01
1982.2,58.04,2.59,65.64,18.8,447.08,8.44,0.02
1982.7,59.89,2.62,64.35,22.85,446.76,8.44,0.03
1983.2,57.49,2.63,63.3,26.77,446.52,8.44,0.02
1983.7,47.5,2.63,61.42,30.21,446.09,8.45,0.01
1984.2,37.96,2.63,57.95,32.64,445.43,8.44,-0.0
1984.7,33.42,2.64,54.04,34.14,444.7,8.45,-0.01
1985.2,30.27,2.64,52.06,35.53,443.97,8.44,-0.01
1985.7,27.79,2.63,52.4,36.63,443.19,8.44,-0.01
1986.2,28.2,2.63,53.96,37.01,442.43,8.44,-0.0
1986.7,32.88,2.63,55.58,36.64,441.84,8.44,-0.0
1987.2,43.79,2.62,56.3,35.65,441.51,8.45,0.0
1987.7,63.41,2.6,55.9,34.67,441.4,8.44,0.0
1988.2,87.97,2.59,55.32,34.03,441.39,8.44,0.01
1988.7,100.58,2.62,54.92,33.69,441.32,8.44,0.01
1989.2,88.39,2.65,54.21,33.71,441.15,8.44,0.02
1989.7,63.01,2.66,53.01,34.18,440.79,8.44,0.02
1990.2,46.0,2.64,51.39,35.6,440.38,8.44,0.01
1990.7,39.84,2.63,50.11,38.43,439.87,8.45,0.01
1991.2,33.64,2.65,49.44,42.21,439.1,8.45,0.02
1991.7,26.19,2.67,49.0,46.13,438.22,8.45,0.02
1992.2,22.43,2.68,48.61,49.48,437.3,8.45,0.02
1992.7,23.65,2.67,47.84,51.66,436.44,8.45,0.01
1993.2,26.53,2.65,46.74,52.77,435.89,8.44,0.01
1993.7,27.77,2.65,46.06,53.13,435.82,8.44,-0.0
1994.2,27.72,2.64,46.26,53.42,436.03,8.44,-0.01
1994.7,28.62,2.63,47.18,53.4,436.27,8.44,-0.01
1995.2,30.42,2.63,48.26,53.17,436.43,8.44,-0.01
1995.7,30.91,2.63,49.22,52.86,436.45,8.44,-0.01
1996.2,30.03,2.63,50.24,52.88,436.24,8.44,-0.0
1996.7,31.79,2.64,51.14,52.98,435.67,8.44,0.01
1997.2,36.01,2.65,51.58,53.15,434.76,8.44,0.02
1997.7,38.52,2.66,52.32,52.87,433.79,8.44,0.02
1998.2,39.08,2.64,53.7,51.77,432.91,8.45,0.01
1998.7,37.86,2.63,54.77,49.99,432.21,8.44,0.0
1999.2,34.29,2.61,55.45,47.65,431.61,8.44,-0.0
1999.7,30.92,2.61,56.11,45.45,430.93,8.44,-0.0
2000.2,28.56,2.63,56.9,44.06,430.04,8.45,0.01
2000.7,26.4,2.68,57.32,42.81,429.16,8.44,0.01
2001.2,26.97,2.72,56.49,40.99,428.62,8.44,0.02
2001.7,28.98,2.75,54.8,38.85,428.46,8.44,0.02
2002.2,29.14,2.75,53.25,36.66,428.67,8.45,0.01
2002.7,29.14,2.74,53.03,35.19,429.2,8.44,0.01
2003.2,31.78,2.73,54.27,34.51,429.54,8.44,0.01
2003.7,36.46,2.73,55.65,34.24,429.46,8.44,0.01
2004.2,41.09,2.74,56.46,33.84,428.98,8.45,0.01
2004.7,44.8,2.75,56.84,33.26,427.98,8.45,0.01
2005.2,44.46,2.75,56.92,32.68,426.56,8.44,0.01
2005.7,40.05,2.74,56.18,32.35,424.89,8.45,0.0
2006.2,36.45,2.72,54.8,32.32,423.25,8.45,-0.0
2006.7,33.09,2.72,54.05,32.62,421.73,8.45,-0.0
2007.2,30.96,2.72,53.81,33.16,420.18,8.44,-0.0
2007.7,32.26,2.72,53.48,33.86,418.64,8.45,-0.0
2008.2,33.17,2.71,53.01,34.72,417.17,8.45,-0.0
2008.7,31.3,2.69,52.86,36.11,415.55,8.45,-0.0
2009.2,28.69,2.69,53.13,37.9,413.51,8.45,-0.0
2009.7,25.87,2.69,53.2,39.26,411.27,8.45,0.0
2010.2,23.83,2.69,52.83,38.88,409.17,8.44,0.01
2010.7,23.66,2.68,52.82,35.25,407.02,8.4,0.02
2011.2,24.82,2.64,53.29,29.08,404.41,8.31,0.01
2011.7,25.86,2.56,53.58,22.87,401.15,8.28,-0.0
2012.2,25.37,2.46,54.3,17.7,397.53,8.3,0.0
2012.7,23.32,2.38,56.44,14.08,393.83,8.3,0.01
2013.2,21.25,2.33,59.61,11.67,390.43,8.3,0.01
2013.7,20.43,2.31,62.72,9.9,387.93,8.29,0.01
2014.2,19.88,2.31,65.22,8.61,386.43,8.29,0.02
2014.7,19.69,2.31,67.18,7.7,385.62,8.29,0.03
2015.2,19.72,2.32,68.66,7.11,385.27,8.29,0.03
2015.7,18.05,2.32,70.06,6.86,385.5,8.3,0.03
2016.2,16.88,2.31,71.58,6.88,386.28,8.34,0.04
2016.7,19.82,2.29,73.23,7.13,387.59,8.36,0.05
2017.2,25.45,2.27,75.76,7.55,389.88,8.36,0.05
2017.7,34.05,2.24,79.47,8.03,393.37,8.39,0.05
2018.2,47.58,2.21,83.52,8.46,397.8,8.44,0.04
2018.7,65.36,2.18,87.69,8.67,403.0,8.44,0.02
2019.2,87.91,2.17,91.77,8.56,409.1,8.44,0.03
2019.7,111.8,2.19,95.12,8.24,416.33,8.45,0.03
2020.2,133.09,2.26,97.55,7.93,424.86,8.44,0.04
2020.7,156.88,2.36,98.95,7.79,433.73,8.41,0.05
2021.2,178.95,2.44,99.58,7.82,440.9,8.35,0.06
2021.7,189.18,2.47,100.14,7.92,445.08,8.35,0.06
2022.2,189.5,2.48,99.79,7.89,446.12,8.35,0.05
2022.7,182.93,2.49,96.78,7.64,444.62,8.35,0.04
2023.2,174.37,2.52,90.87,7.22,441.27,8.35,0.05
2023.7,168.88,2.53,84.52,6.73,436.79,8.35,0.05
2024.2,157.82,2.5,80.57,6.32,431.49,8.36,0.03
2024.7,132.51,2.43,79.56,6.0,424.65,8.36,0.01
2025.2,99.58,2.35,80.61,5.78,416.16,8.36,0.01
2025.7,72.14,2.29,82.9,5.61,407.49,8.35,0.01
2026.2,59.31,2.27,85.64,5.45,401.08,8.36,0.02
2026.7,55.06,2.27,87.96,5.3,398.18,8.39,0.02
2027.2,49.14,2.31,88.66,5.2,397.72,8.44,0.02
2027.7,42.48,2.36,86.95,5.17,397.77,8.34,0.03
2028.2,39.2,2.39,83.41,5.21,396.95,8.18,0.05
2028.7,37.3,2.38,80.17,5.3,394.89,8.18,0.05
2029.2,35.52,2.33,78.86,5.36,392.14,8.18,0.05
