,DEPT,GR,DT,RHOB,ILD,SP,CALD,DRHO
0,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
1,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
2,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
3,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
4,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
5,-1.6937260511130807,-0.6834712320692037,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
6,-1.6936443443293805,-0.6831910356659533,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
7,-1.687530104819166,-0.6439635392109055,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
8,-1.6814158653089517,-0.5856826873348345,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
9,-1.6753016257987372,-0.5475759764927881,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
10,-1.669187386288523,-0.5355275311530234,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
11,-1.6630731467783086,-0.5083484800377404,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
12,-1.6569589072680941,-0.5198365325710044,-0.7392542921395351,0.4799416558813146,1.2553232154459046,-0.11406534724398608,0.6284155785206359,-0.38696924401030125
